,yearID,teamID,actual,model,model_type
376,1984,HOU-1984,0.49382716049382713,0.4904651857854618,ML-LN-T1
376,1984,HOU-1984,0.49382716049382713,0.4984320616463569,ML-LS-T1
376,1984,HOU-1984,0.49382716049382713,0.4904442838529848,ML-RD-T1
377,1985,HOU-1985,0.5123456790123457,0.48782232193743,ML-EN-T1
377,1985,HOU-1985,0.5123456790123457,0.49274987086987065,ML-LN-T1
377,1985,HOU-1985,0.5123456790123457,0.49879317467233675,ML-LS-T1
377,1985,HOU-1985,0.5123456790123457,0.49273230210239954,ML-RD-T1
378,1986,HOU-1986,0.5925925925925926,0.5000886891921437,ML-EN-T1
378,1986,HOU-1986,0.5925925925925926,0.5380480278218449,ML-LN-T1
378,1986,HOU-1986,0.5925925925925926,0.4973487225684173,ML-LS-T1
378,1986,HOU-1986,0.5925925925925926,0.5378381139032404,ML-RD-T1
379,1987,HOU-1987,0.4691358024691358,0.49034926017775116,ML-EN-T1
379,1987,HOU-1987,0.4691358024691358,0.4978056644147924,ML-LN-T1
379,1987,HOU-1987,0.4691358024691358,0.49718205501796503,ML-LS-T1
379,1987,HOU-1987,0.4691358024691358,0.49779708035222797,ML-RD-T1
380,1988,HOU-1988,0.5061728395061729,0.47522491233144437,ML-EN-T1
380,1988,HOU-1988,0.5061728395061729,0.4786688798109024,ML-LN-T1
380,1988,HOU-1988,0.5061728395061729,0.49632093934062843,ML-LS-T1
380,1988,HOU-1988,0.5061728395061729,0.4786719750180574,ML-RD-T1
381,1989,HOU-1989,0.5308641975308642,0.4891092446597596,ML-EN-T1
381,1989,HOU-1989,0.5308641975308642,0.5062596365042447,ML-LN-T1
381,1989,HOU-1989,0.5308641975308642,0.4971542770928897,ML-LS-T1
381,1989,HOU-1989,0.5308641975308642,0.5061701679620849,ML-RD-T1
382,1990,HOU-1990,0.46296296296296297,0.47918842792558936,ML-EN-T1
382,1990,HOU-1990,0.46296296296296297,0.4871662598132624,ML-LN-T1
382,1990,HOU-1990,0.46296296296296297,0.4950987106373119,ML-LS-T1
382,1990,HOU-1990,0.46296296296296297,0.48713522100801987,ML-RD-T1
383,1991,HOU-1991,0.4012345679012346,0.4645364486842248,ML-EN-T1
383,1991,HOU-1991,0.4012345679012346,0.4427751670860172,ML-LN-T1
383,1991,HOU-1991,0.4012345679012346,0.49598760423972393,ML-LS-T1
383,1991,HOU-1991,0.4012345679012346,0.4429012328972261,ML-RD-T1
384,1992,HOU-1992,0.5,0.4726821963640191,ML-EN-T1
384,1992,HOU-1992,0.5,0.4818947857279568,ML-LN-T1
384,1992,HOU-1992,0.5,0.49607093801495006,ML-LS-T1
384,1992,HOU-1992,0.5,0.48181115137352043,ML-RD-T1
385,1993,HOU-1993,0.5246913580246914,0.493516688524963,ML-EN-T1
385,1993,HOU-1993,0.5246913580246914,0.5127020169303911,ML-LN-T1
385,1993,HOU-1993,0.5246913580246914,0.49907095392309053,ML-LS-T1
385,1993,HOU-1993,0.5246913580246914,0.5125773926955383,ML-RD-T1
386,1994,HOU-1994,0.5739130434782609,0.5230210543675118,ML-EN-T1
386,1994,HOU-1994,0.5739130434782609,0.5319693234244205,ML-LN-T1
386,1994,HOU-1994,0.5739130434782609,0.5027386062217383,ML-LS-T1
386,1994,HOU-1994,0.5739130434782609,0.531923937282763,ML-RD-T1
387,1995,HOU-1995,0.5277777777777778,0.5273995193388585,ML-EN-T1
387,1995,HOU-1995,0.5277777777777778,0.5223821032019885,ML-LN-T1
387,1995,HOU-1995,0.5277777777777778,0.5025258333543403,ML-LS-T1
387,1995,HOU-1995,0.5277777777777778,0.5224259673291038,ML-RD-T1
388,1996,HOU-1996,0.5061728395061729,0.5043008776669021,ML-EN-T1
388,1996,HOU-1996,0.5061728395061729,0.49604267870306845,ML-LN-T1
388,1996,HOU-1996,0.5061728395061729,0.5000987371508794,ML-LS-T1
388,1996,HOU-1996,0.5061728395061729,0.4961151977479558,ML-RD-T1
389,1997,HOU-1997,0.5185185185185185,0.5163685284327117,ML-EN-T1
389,1997,HOU-1997,0.5185185185185185,0.507776667152052,ML-LN-T1
389,1997,HOU-1997,0.5185185185185185,0.5007654073526884,ML-LS-T1
389,1997,HOU-1997,0.5185185185185185,0.5078284822691485,ML-RD-T1
390,1998,HOU-1998,0.6296296296296297,0.5390429020404399,ML-EN-T1
390,1998,HOU-1998,0.6296296296296297,0.5587054531049909,ML-LN-T1
390,1998,HOU-1998,0.6296296296296297,0.5034598660849997,ML-LS-T1
390,1998,HOU-1998,0.6296296296296297,0.5585906120292192,ML-RD-T1
391,1999,HOU-1999,0.5987654320987654,0.5517455564687093,ML-EN-T1
391,1999,HOU-1999,0.5987654320987654,0.5720279189260629,ML-LN-T1
391,1999,HOU-1999,0.5987654320987654,0.5020431919061557,ML-LS-T1
391,1999,HOU-1999,0.5987654320987654,0.5719394002833884,ML-RD-T1
392,2000,HOU-2000,0.4444444444444444,0.5448632367443891,ML-EN-T1
392,2000,HOU-2000,0.4444444444444444,0.49828070758325976,ML-LN-T1
392,2000,HOU-2000,0.4444444444444444,0.5052376532898237,ML-LS-T1
392,2000,HOU-2000,0.4444444444444444,0.4985823052805021,ML-RD-T1
393,2001,HOU-2001,0.5740740740740741,0.5249545667206894,ML-EN-T1
393,2001,HOU-2001,0.5740740740740741,0.5192218999230853,ML-LN-T1
393,2001,HOU-2001,0.5740740740740741,0.5027098621079646,ML-LS-T1
